ID,PERGUNTAS,RESPOSTAS,CLASSES,AUTORES,COMENTARIOS
,De que modo funciona o hiperparâmetro max_features do algoritmo?,É o número máximo de features que o algoritmo pode utilizar para dividir um nodo.,maxFeatures,,
,Como o hiperparâmetro max_features funciona no Floresta aleatória?,É o número máximo de features que o algoritmo pode utilizar para dividir um nodo.,maxFeatures,,
,Como o hiperparâmetro max_features impacta o algoritmo?,É o número máximo de features que o algoritmo pode utilizar para dividir um nodo.,maxFeatures,,
,De que modo o hiperparâmetro max_features funciona no algoritmo?,É o número máximo de features que o algoritmo pode utilizar para dividir um nodo.,maxFeatures,,
,,,,,
,Como funciona o hiperparâmentro max_depth no algoritmo random forest?,Determina o limite de profundidade das decision trees que fazem parte da floresta.,maxDepth,,
,De que modo funciona o hiperparâmetro max_depth do algoritmo?,Determina o limite de profundidade das decision trees que fazem parte da floresta.,maxDepth,,
,Como o hiperparâmetro max_depth funciona no Floresta aleatória?,Determina o limite de profundidade das decision trees que fazem parte da floresta.,maxDepth,,
,Como o hiperparâmetro max_depth impacta o algoritmo?,Determina o limite de profundidade das decision trees que fazem parte da floresta.,maxDepth,,
,De que modo o hiperparâmetro max_depth funciona no algoritmo?,Determina o limite de profundidade das decision trees que fazem parte da floresta.,maxDepth,,
,,,,,
,Como o random forest pode ser utilizado na área médica?,"Pode ser usado para identicar a combinação correta de componentes para validar uma medicina, ou até para identificar a doença de um paciente.",aplicacao,,
,Como é possível utilizar o random forest na área médica?,"Pode ser usado para identicar a combinação correta de componentes para validar uma medicina, ou até para identificar a doença de um paciente.",aplicacao,,
,Como se usaria o Floresta aleatória na área médica?,"Pode ser usado para identicar a combinação correta de componentes para validar uma medicina, ou até para identificar a doença de um paciente.",aplicacao,,
,Como o algoritmo pode ser usado na medicina?,"Pode ser usado para identicar a combinação correta de componentes para validar uma medicina, ou até para identificar a doença de um paciente.",aplicacao,,
,Como seria possível utilizar o algoritmo na medicina?,"Pode ser usado para identicar a combinação correta de componentes para validar uma medicina, ou até para identificar a doença de um paciente.",aplicacao,,
,,,,,
,Como o random forest faz as predições finais?,Passa a amostra teste por toda floresta e seleciona a predição que possui maior quantidade de votos ou a média das predições dependendo de cada caso.,funcionamento,,
,Como o Floresta aleatória faz as predições?,Passa a amostra teste por toda floresta e seleciona a predição que possui maior quantidade de votos ou a média das predições dependendo de cada caso.,funcionamento,,
,Como são realizadas as predições finais do algoritmo?,Passa a amostra teste por toda floresta e seleciona a predição que possui maior quantidade de votos ou a média das predições dependendo de cada caso.,funcionamento,,
,Como o algoritmo realiza as predições finais?,Passa a amostra teste por toda floresta e seleciona a predição que possui maior quantidade de votos ou a média das predições dependendo de cada caso.,funcionamento,,
,Como são calculadas as predições finais do random forest?,Passa a amostra teste por toda floresta e seleciona a predição que possui maior quantidade de votos ou a média das predições dependendo de cada caso.,funcionamento,,
,,,,,
,"No algoritmo, cada árvore recebe as mesmas amostras de treino?","Não, o algoritmo busca entregar conjuntos de amostras diferentes para cada árvore, buscando evitar que elas sejam parecidas uma com a outra",funcionamento,,
,as árvores recebem amostras de treino iguais?,"Não, o algoritmo busca entregar conjuntos de amostras diferentes para cada árvore, buscando evitar que elas sejam parecidas uma com a outra",funcionamento,,
,O random forest treina cada árvore com as mesmas amostras?,"Não, o algoritmo busca entregar conjuntos de amostras diferentes para cada árvore, buscando evitar que elas sejam parecidas uma com a outra",funcionamento,,
,as amostras de treino utilizadas para cada decision tree são iguais?,"Não, o algoritmo busca entregar conjuntos de amostras diferentes para cada árvore, buscando evitar que elas sejam parecidas uma com a outra",funcionamento,,
,São iguais as amostras utilizadas para treinar as decision trees da floresta?,"Não, o algoritmo busca entregar conjuntos de amostras diferentes para cada árvore, buscando evitar que elas sejam parecidas uma com a outra",funcionamento,,
,,,,,
,Quais são os dois métodos de aprendizado de máquina usados pelo algoritmo Floresta aleatória?,Os métodos utilizados são o bagging e a árvores de decisão.,metodos,"Eduardo, Homero, Mayara e Rafael",
,Quais são os dois métodos de aprendizado de máquina usados pelo algoritmo random forest?,Os métodos utilizados são o bagging e a árvores de decisão.,metodos,,
,"São dois métodos de aprendizado de máquina usados pelo algoritmo Floresta aleatória, quais são eles?",Os métodos utilizados são o bagging e a árvores de decisão.,metodos,,
,Cite os dois métodos de aprendizado de máquina usados pelo algoritmo Floresta aleatória?,Os métodos utilizados são o bagging e a árvores de decisão.,metodos,,
,Cite os dois métodos de aprendizado de máquina usados pelo algoritmo random forest?,Os métodos utilizados são o bagging e a árvores de decisão.,metodos,,
,Qual é a aplicação do algoritmo Floresta aleatória?,Utilizado para aprendizagem de máquina.,proposito,,
,Qual é a aplicação do algoritmo random forest?,Utilizado para aprendizagem de máquina.,proposito,,
,Qual o uso do algoritmo random forest?,Utilizado para aprendizagem de máquina.,proposito,,
,Para que é usado o algoritmo random forest?,Utilizado para aprendizagem de máquina.,proposito,,
,Para que é usado o algoritmo Floresta aleatória?,Utilizado para aprendizagem de máquina.,proposito,,
,Quem criou o algoritmo Floresta aleatório?,Tin Kam Ho,historia,,
,Quem criou o algoritmo random forest?,Tin Kam Ho,historia,,
,Qual o nome do criador do algoritmo Floresta aleatório?,Tin Kam Ho,historia,,
,Qual o nome do criador do algoritmo random forest?,Tin Kam Ho,historia,,
,Quem desenvolveu  o algoritmo Floresta aleatório?,Tin Kam Ho,historia,,
,Random Forest utiliza árvore de decisão?,O algoritmo de florestas aleatórias cria várias árvores de decisão e as combina para obter uma predição com maior acurácia e mais estável.,metodos,,
,Floresta aleatória utiliza árvore de decisão?,O algoritmo de florestas aleatórias cria várias árvores de decisão e as combina para obter uma predição com maior acurácia e mais estável.,metodos,,
,O algoritmo Floresta aleatória utiliza árvore de decisão?,O algoritmo de florestas aleatórias cria várias árvores de decisão e as combina para obter uma predição com maior acurácia e mais estável.,metodos,,
,O algoritmo Floresta aleatória utiliza o método de árvore de decisão?,O algoritmo de florestas aleatórias cria várias árvores de decisão e as combina para obter uma predição com maior acurácia e mais estável.,metodos,,
,O algoritmo random forest utiliza o método de árvore de decisão?,O algoritmo de florestas aleatórias cria várias árvores de decisão e as combina para obter uma predição com maior acurácia e mais estável.,metodos,,
,Random Forest utiliza bagging?,"A “floresta” que ele cria é uma combinação (ensemble) de árvores de decisão, na maioria dos casos treinados com o método de bagging.",bagging,,
,Floresta aleatória utiliza bagging ?,"A “floresta” que ele cria é uma combinação (ensemble) de árvores de decisão, na maioria dos casos treinados com o método de bagging.",bagging,,
,O algoritmo random forest utiliza bagging?,"A “floresta” que ele cria é uma combinação (ensemble) de árvores de decisão, na maioria dos casos treinados com o método de bagging.",bagging,,
,O algoritmo Floresta aleatória utiliza bagging ?,"A “floresta” que ele cria é uma combinação (ensemble) de árvores de decisão, na maioria dos casos treinados com o método de bagging.",bagging,,
,Bagging é utilizado pelo random forest?,"A “floresta” que ele cria é uma combinação (ensemble) de árvores de decisão, na maioria dos casos treinados com o método de bagging.",bagging,,
,O algoritmo Floresta Aleatória funciona com um dataset que possua dados ausentes? ,"O algoritmo funciona bem com dados ausentes, já que mantém uma boa precisão, mesmo que uma grande parte dos dados esteja ausente.",tratamentoDeDados,,
,O algoritmo Floresta Aleatória funciona com um conjunto de dados que não possua todos os dados?,"O algoritmo funciona bem com dados ausentes, já que mantém uma boa precisão, mesmo que uma grande parte dos dados esteja ausente.",tratamentoDeDados,,
,O algoritmo chamado Random Forest (Floresta Aleatória) funciona com um conjunto que contém dados ausentes?,"O algoritmo funciona bem com dados ausentes, já que mantém uma boa precisão, mesmo que uma grande parte dos dados esteja ausente.",tratamentoDeDados,,
,Seria uma boa escolha usar o algoritmo Random Forest para trabalhar com um conjunto que possua dados ausentes?,"O algoritmo funciona bem com dados ausentes, já que mantém uma boa precisão, mesmo que uma grande parte dos dados esteja ausente.",tratamentoDeDados,,
